time,Actual,Simulation,Savings,0.423818542,7.804575441,,,,,
11:58,10.50,10.50,0.00,0.654072348,359,,,,,
12:00,10.50,10.50,0.00,0.725648095,360,,,,,
12:02,10.50,10.50,0.00,1.017320542,361,,,,,
12:04,10.50,10.50,0.00,0.495217431,362,,,,,
12:06,10.50,10.50,0.00,0.343125214,363,,,,,
12:08,10.50,10.50,0.00,-0.095255499,364,,,,,
12:10,10.50,10.50,0.00,0.124608511,365,,,,,
12:12,10.50,10.50,0.00,1.034348916,366,,,,,
12:14,10.50,10.50,0.00,0.072258006,367,,,,,
12:16,10.50,10.50,0.00,0.095205816,368,,,,,
12:18,10.50,10.50,0.00,1.014540342,369,,,,,
12:20,10.50,10.50,0.00,1.46697395,370,,,,,
12:22,10.50,10.50,0.00,0.499590035,371,,,,,
12:24,10.50,10.50,0.00,1.11002814,372,,,,,
12:26,10.50,10.50,0.00,-0.488125204,373,,,,,
12:28,10.50,10.50,0.00,0.381474945,374,,,,,
12:30,10.50,10.50,0.00,0.08764162,375,,,,,
12:32,10.49,10.49,0.00,-0.135184545,376,,,,,
12:34,10.49,10.49,0.00,-1.00722761,377,,,,,
12:36,10.49,10.49,0.00,-1.547124004,378,,,,,
12:38,10.49,10.49,0.00,-0.570713323,379,,,,,
12:40,10.49,10.49,0.00,-0.489496383,380,,,,,
12:42,10.49,10.49,0.00,-1.32073207,381,,,,,
12:44,10.49,10.49,0.00,-0.721234922,382,,,,,
12:46,10.49,10.49,0.00,-0.903365457,383,,,,,
12:48,10.49,10.49,0.00,-1.125149513,384,,,,,
12:50,10.49,10.49,0.00,-0.293032806,385,,,,,
12:52,10.49,10.49,0.00,-0.608879763,386,,,,,
12:54,10.49,10.49,0.00,3.32451205,387,,,,,
12:56,10.48,10.48,0.00,-2.895541779,388,,,,,
12:58,10.48,10.48,0.00,0.742313368,389,,,,,
13:00,10.48,10.48,0.00,0.539360071,390,,,,,
13:02,10.48,10.48,0.00,6.425799337,391,,,,,
13:04,10.48,10.48,0.00,8.500379039,392,,,,,
13:06,10.48,10.48,0.00,8.895716632,393,,,,,
13:08,10.48,10.48,0.00,9.002867884,394,,,,,
13:10,10.47,10.47,0.00,8.890261919,395,,,,,
13:12,10.47,10.47,0.00,9.661652162,396,,,,,
13:14,10.47,10.47,0.00,9.476527968,397,,,,,
13:16,10.47,10.47,0.00,8.697462422,398,,,,,
13:18,10.47,10.47,0.00,8.656822686,399,,,,,
13:20,10.47,10.47,0.00,8.434274563,400,,,,,
13:22,10.46,10.46,0.00,9.441607363,401,,,,,
13:24,10.46,10.46,0.00,9.608354722,402,,,,,
13:26,10.46,10.46,0.00,9.231861508,403,,,,,
13:28,10.46,10.46,0.00,9.114212385,404,,,,,
13:30,10.46,10.46,0.00,9.192219148,405,,,,,
13:32,10.46,10.46,0.00,8.950015468,406,,,,,
13:34,10.45,10.45,0.00,9.003541475,407,,,,,
13:36,10.45,10.45,0.00,8.732938435,408,,,,,
13:38,10.45,10.45,0.00,9.384920276,409,,,,,
13:40,10.45,10.45,0.00,3.803018369,410,,,,,
13:42,10.44,10.44,0.00,4.602429663,411,,,,,
13:44,10.44,10.44,0.00,4.677103476,412,,,,,
13:46,10.44,10.44,0.00,4.880148636,413,,,,,
13:48,10.44,10.44,0.00,4.558328104,414,,,,,
13:50,10.43,10.43,0.00,17.83980428,415,,,,,
13:52,10.43,10.43,0.00,17.15722165,416,,,,,
13:54,10.43,10.43,0.00,9.186618906,417,,,,,
13:56,10.43,10.43,0.00,8.412884917,418,,,,,
13:58,10.42,10.42,0.00,9.023578235,419,,,,,
14:00,10.42,10.42,0.00,8.451305423,420,,,,,
14:02,10.42,10.42,0.00,8.922658693,421,,,,,
14:04,10.42,10.42,0.00,9.158447786,422,,,,,
14:06,10.41,10.41,0.00,9.415092588,423,,,,,
14:08,10.41,10.41,0.00,8.957925081,424,,,,,
14:10,10.41,10.41,0.00,9.177934395,425,,,,,
14:12,10.40,10.40,0.00,9.527338656,426,,,,,
14:14,10.40,10.40,0.00,9.256986764,427,,,,,
14:16,10.40,10.40,0.00,8.482433272,428,,,,,
14:18,10.40,10.40,0.00,9.350831059,429,,,,,
14:20,10.39,10.39,0.00,8.883821155,430,,,,,
14:22,10.39,10.39,0.00,9.316001263,431,,,,,
14:24,10.39,10.39,0.00,9.047662929,432,,,,,
14:26,10.38,10.38,0.00,9.214727036,433,,,,,
14:28,10.38,10.38,0.00,9.027341339,434,,,,,
14:30,10.38,10.38,0.00,9.353698327,435,,,,,
14:32,10.37,10.37,0.00,8.655072591,436,,,,,
14:34,10.37,10.37,0.00,9.397146355,437,,,,,
14:36,10.36,10.36,0.00,9.282119453,438,,,,,
14:38,10.36,10.36,0.00,8.91380648,439,,,,,
14:40,10.36,10.36,0.00,9.193407097,440,,,,,
14:42,10.35,10.35,0.00,8.924596403,441,,,,,
14:44,10.35,10.35,0.00,9.129967864,442,,,,,
14:46,10.35,10.35,0.00,9.328727554,443,,,,,
14:48,10.34,10.34,0.00,9.52188277,444,,,,,
14:50,10.34,10.34,0.00,8.821930989,445,,,,,
14:52,10.33,10.33,0.00,9.35944263,446,,,,,
14:54,10.33,10.33,0.00,9.314840615,447,,,,,
14:56,10.33,10.33,0.00,9.207178811,448,,,,,
14:58,10.32,10.32,0.00,8.967951433,449,,,,,
15:00,10.32,10.32,0.00,8.928824467,450,,,,,
15:02,10.31,10.31,0.00,9.43658751,451,,,,,
15:04,10.31,10.31,0.00,9.630934854,452,,,,,
15:06,10.30,10.30,0.00,8.944372664,453,,,,,
15:08,10.30,10.30,0.00,9.030405416,454,,,,,
15:10,10.30,10.30,0.00,9.079114064,455,,,,,
15:12,10.29,10.29,0.00,5.523166307,456,,,,,
15:14,10.29,10.29,0.00,7.638038757,457,,,,,
15:16,10.28,10.28,0.00,7.371041658,458,,,,,
15:18,10.28,10.28,0.00,6.806454918,459,,,,,
15:20,10.27,10.27,0.00,7.041425291,460,,,,,
15:22,10.27,10.27,0.00,7.207141005,461,,,,,
15:24,10.26,10.26,0.00,7.330417199,462,,,,,
15:26,10.26,10.26,0.00,7.140065556,463,,,,,
15:28,10.25,10.25,0.00,7.398212963,464,,,,,
15:30,10.25,10.25,0.00,7.183392194,465,,,,,
15:32,10.24,10.24,0.00,7.374868992,466,,,,,
15:34,10.24,10.24,0.00,8.300649222,467,,,,,
15:36,10.23,10.23,0.00,9.182066835,468,,,,,
15:38,10.23,10.23,0.00,9.974328682,469,,,,,
15:40,10.22,10.22,0.00,9.794655749,470,,,,,
15:42,10.22,10.22,0.00,9.613384953,471,,,,,
15:44,10.21,10.21,0.00,9.636365737,472,,,,,
15:46,10.21,10.21,0.00,9.560039832,473,,,,,
15:48,10.20,10.20,0.00,16.20347215,474,,,,,
15:50,10.20,10.20,0.00,8.852566214,475,,,,,
15:52,10.19,10.19,0.00,9.07104351,476,,,,,
15:54,10.19,10.19,0.00,9.0410745,477,,,,,
15:56,10.18,10.18,0.00,9.329978605,478,,,,,
15:58,10.18,10.18,0.00,8.942829926,479,,,,,
16:00,10.17,10.17,0.00,9.626185559,480,,,,,
16:02,10.17,10.17,0.00,8.795440465,481,,,,,
16:04,10.16,10.16,0.00,8.707629636,482,,,,,
16:06,10.15,10.15,0.00,9.316814708,483,,,,,
16:08,10.15,10.15,0.00,9.561882621,484,,,,,
16:10,10.14,10.14,0.00,9.042628776,485,,,,,
16:12,10.14,10.14,0.00,8.707168909,486,,,,,
16:14,10.13,10.13,0.00,9.197262636,487,,,,,
16:16,10.13,10.13,0.00,9.336056416,488,,,,,
16:18,10.12,10.12,0.00,9.144635359,489,,,,,
16:20,10.11,10.11,0.00,3.368564089,490,,,,,
16:22,10.11,10.11,0.00,7.194405991,491,,,,,
16:24,10.10,10.10,0.00,8.689754527,492,,,,,
16:26,10.10,10.10,0.00,8.590084127,493,,,,,
16:28,10.09,10.09,0.00,8.815401524,494,,,,,
16:30,10.09,10.09,0.00,8.528157381,495,,,,,
16:32,10.08,10.08,0.00,9.158187133,496,,,,,
16:34,10.07,10.07,0.00,9.485562856,497,,,,,
16:36,10.07,10.07,0.00,8.415124197,498,,,,,
16:38,10.06,10.06,0.00,9.092742407,499,,,,,
16:40,10.06,10.06,0.00,9.396552395,500,,,,,
16:42,10.05,10.05,0.00,9.646551967,501,,,,,
16:44,10.04,10.04,0.00,9.702818223,502,,,,,
16:46,10.04,10.04,0.00,9.759371245,503,,,,,
16:48,10.03,10.03,0.00,9.656099299,504,,,,,
16:50,10.03,10.03,0.00,10.09505869,505,,,,,
16:52,10.02,10.02,0.00,9.772551485,506,,,,,
16:54,10.01,10.01,0.00,9.487495199,507,,,,,
16:56,10.01,10.01,0.00,10.12568161,508,,,,,
16:58,10.00,10.00,0.00,9.534065947,509,,,,,
17:00,9.99,9.99,0.01,9.398099965,510,,,,,
17:02,9.99,9.98,0.01,9.553428755,511,,,,,
17:04,9.98,9.96,0.02,9.116799622,512,,,,,
17:06,9.98,9.95,0.02,9.453269958,513,,,,,
17:08,9.97,9.94,0.03,9.608007808,514,,,,,
17:10,9.96,9.93,0.04,9.240148583,515,,,,,
17:12,9.96,9.91,0.04,9.324759451,516,,,,,
17:14,9.95,9.90,0.05,9.280424092,517,,,,,
17:16,9.94,9.89,0.06,9.218946907,518,,,,,
17:18,9.94,9.88,0.06,8.82487832,519,,,,,
17:20,9.93,9.86,0.07,9.669392851,520,,,,,
17:22,9.93,9.85,0.07,9.490380674,521,,,,,
17:24,9.92,9.84,0.08,9.724759767,522,,,,,
17:26,9.91,9.83,0.09,9.21404821,523,,,,,
17:28,9.91,9.81,0.09,9.176294164,524,,,,,
17:30,9.90,9.80,0.10,8.598227746,525,,,,,
17:32,9.89,9.79,0.11,9.166580597,526,,,,,
17:34,9.89,9.78,0.11,9.58554377,527,,,,,
17:36,9.88,9.76,0.12,9.050862144,528,,,,,
17:38,9.88,9.75,0.12,9.894644658,529,,,,,
17:40,9.87,9.74,0.13,9.203042092,530,,,,,
17:42,9.86,9.73,0.14,9.618840273,531,,,,,
17:44,9.86,9.72,0.14,9.485911354,532,,,,,
17:46,9.85,9.70,0.15,9.044852512,533,,,,,
17:48,9.85,9.69,0.15,7.11416591,534,,,,,
17:50,9.84,9.68,0.16,7.78699986,535,,,,,
17:52,9.83,9.67,0.17,8.790131575,536,,,,,
17:54,9.83,9.65,0.17,9.222996753,537,,,,,
17:56,9.82,9.64,0.18,9.968164979,538,,,,,
17:58,9.81,9.63,0.19,9.067092154,539,,,,,
18:00,9.81,9.62,0.19,9.536688842,540,,,,,
18:02,9.80,9.61,0.20,9.633376642,541,,,,,
18:04,9.80,9.59,0.20,9.279678659,542,,,,,
18:06,9.79,9.58,0.21,9.95419966,543,,,,,
18:08,9.78,9.57,0.22,9.186732086,544,,,,,
18:10,9.78,9.56,0.22,8.920600405,545,,,,,
18:12,9.77,9.55,0.23,9.236222282,546,,,,,
18:14,9.77,9.53,0.23,9.452228197,547,,,,,
18:16,9.76,9.52,0.24,9.356243652,548,,,,,
18:18,9.76,9.51,0.24,9.368103768,549,,,,,
18:20,9.75,9.50,0.25,9.161426529,550,,,,,
18:22,9.74,9.49,0.26,9.207344489,551,,,,,
18:24,9.74,9.48,0.26,10.01708597,552,,,,,
18:26,9.73,9.46,0.27,9.548526932,553,,,,,
18:28,9.73,9.45,0.27,8.878350727,554,,,,,
18:30,9.72,9.44,0.28,9.487377899,555,,,,,
18:32,9.72,9.43,0.28,8.805740615,556,,,,,
18:34,9.71,9.42,0.29,9.926075795,557,,,,,
18:36,9.70,9.41,0.30,9.249383525,558,,,,,
18:38,9.70,9.40,0.30,9.548628864,559,,,,,
18:40,9.69,9.39,0.31,9.227630352,560,,,,,
18:42,9.69,9.38,0.31,9.136165576,561,,,,,
18:44,9.68,9.37,0.32,9.713564492,562,,,,,
18:46,9.68,9.36,0.32,9.265909638,563,,,,,
18:48,9.67,9.35,0.33,9.273104922,564,,,,,
18:50,9.67,9.33,0.33,9.222996158,565,,,,,
18:52,9.66,9.32,0.34,9.186121923,566,,,,,
18:54,9.66,9.31,0.34,9.190183094,567,,,,,
18:56,9.65,9.30,0.35,9.833855586,568,,,,,
18:58,9.65,9.29,0.35,9.438113539,569,,,,,
19:00,9.64,9.29,0.36,9.050339506,570,,,,,
19:02,9.64,9.28,0.36,9.227585275,571,,,,,
19:04,9.63,9.27,0.37,9.522009746,572,,,,,
19:06,9.63,9.26,0.37,9.351333089,573,,,,,
19:08,9.62,9.25,0.38,9.215541466,574,,,,,
19:10,9.62,9.24,0.38,9.102381569,575,,,,,
19:12,9.61,9.23,0.39,9.700555205,576,,,,,
19:14,9.61,9.22,0.39,9.428795307,577,,,,,
19:16,9.61,9.21,0.39,9.504862554,578,,,,,
19:18,9.60,9.20,0.40,8.96065591,579,,,,,
19:20,9.60,9.19,0.40,10.11175065,580,,,,,
19:22,9.59,9.19,0.41,8.926909499,581,,,,,
19:24,9.59,9.18,0.41,9.122206389,582,,,,,
19:26,9.59,9.17,0.41,9.229218017,583,,,,,
19:28,9.58,9.16,0.42,9.605663806,584,,,,,
19:30,9.58,9.16,0.42,8.975334174,585,,,,,
19:32,9.57,9.15,0.43,9.251633604,586,,,,,
19:34,9.57,9.14,0.43,9.353051401,587,,,,,
19:36,9.57,9.13,0.43,9.554708378,588,,,,,
19:38,9.56,9.13,0.44,9.109660128,589,,,,,
19:40,9.56,9.12,0.44,9.403929518,590,,,,,
19:42,9.56,9.11,0.44,9.437126811,591,,,,,
19:44,9.55,9.11,0.45,9.110512075,592,,,,,
19:46,9.55,9.10,0.45,9.204597533,593,,,,,
19:48,9.55,9.09,0.45,9.509147864,594,,,,,
19:50,9.54,9.09,0.46,9.690855174,595,,,,,
19:52,9.54,9.08,0.46,9.153513328,596,,,,,
19:54,9.54,9.08,0.46,9.471332387,597,,,,,
19:56,9.54,9.07,0.46,9.105777239,598,,,,,
19:58,9.53,9.07,0.47,9.187670308,599,,,,,
20:00,9.53,9.06,0.47,10.31170615,600,,,,,
20:02,9.53,9.06,0.47,9.712890522,601,,,,,
20:04,9.53,9.05,0.47,8.848236084,602,,,,,
20:06,9.52,9.05,0.48,8.951661571,603,,,,,
20:08,9.52,9.04,0.48,9.34298394,604,,,,,
20:10,9.52,9.04,0.48,9.256684863,605,,,,,
20:12,9.52,9.03,0.48,9.127151265,606,,,,,
20:14,9.52,9.03,0.48,10.06019183,607,,,,,
20:16,9.51,9.03,0.49,11.50996972,608,,,,,
20:18,9.51,9.02,0.49,10.18052441,609,,,,,
20:20,9.51,9.02,0.49,9.039353466,610,,,,,
20:22,9.51,9.02,0.49,9.248209797,611,,,,,
20:24,9.51,9.01,0.49,8.843252025,612,,,,,
20:26,9.51,9.01,0.49,8.829821943,613,,,,,
20:28,9.51,9.01,0.49,9.749830696,614,,,,,
20:30,9.50,9.01,0.50,9.074534966,615,,,,,
20:32,9.50,9.01,0.50,9.305398915,616,,,,,
20:34,9.50,9.00,0.50,9.175665808,617,,,,,
20:36,9.50,9.00,0.50,9.151909562,618,,,,,
20:38,9.50,9.00,0.50,9.384556924,619,,,,,
20:40,9.50,9.00,0.50,12.98494976,620,,,,,
20:42,9.50,9.00,0.50,10.75976461,621,,,,,
20:44,9.50,9.00,0.50,9.164807113,622,,,,,
20:46,9.50,9.00,0.50,8.670063426,623,,,,,
20:48,9.50,9.00,0.50,8.747583171,624,,,,,
20:50,9.50,9.00,0.50,8.769932174,625,,,,,
20:52,9.50,9.00,0.50,8.694545033,626,,,,,
20:54,9.50,9.00,0.50,9.26103599,627,,,,,
20:56,9.50,9.00,0.50,9.369080037,628,,,,,
20:58,9.50,9.00,0.50,9.40722895,629,,,,,
21:00,9.50,9.00,0.50,9.303302381,630,,,,,
21:02,9.50,9.01,0.50,9.551579988,631,,,,,
21:04,9.50,9.01,0.50,8.839182044,632,,,,,
21:06,9.51,9.01,0.49,9.538450448,633,,,,,
21:08,9.51,9.01,0.49,9.397181772,634,,,,,
21:10,9.51,9.02,0.49,9.489827178,635,,,,,
21:12,9.51,9.02,0.49,9.950140407,636,,,,,
21:14,9.51,9.02,0.49,12.64256268,637,,,,,
21:16,9.51,9.02,0.49,10.20274348,638,,,,,
21:18,9.51,9.03,0.49,9.386389271,639,,,,,
21:20,9.52,9.03,0.48,8.861833148,640,,,,,
21:22,9.52,9.04,0.48,8.820321099,641,,,,,
21:24,9.52,9.04,0.48,8.562201245,642,,,,,
21:26,9.52,9.04,0.48,9.044226702,643,,,,,
21:28,9.52,9.05,0.48,8.777500038,644,,,,,
21:30,9.53,9.05,0.47,8.706734324,645,,,,,
21:32,9.53,9.06,0.47,8.776954206,646,,,,,
21:34,9.53,9.06,0.47,9.081889553,647,,,,,
21:36,9.54,9.07,0.46,8.859584585,648,,,,,
21:38,9.54,9.08,0.46,8.746018527,649,,,,,
21:40,9.54,9.08,0.46,9.609431203,650,,,,,
21:42,9.54,9.09,0.46,9.297973674,651,,,,,
21:44,9.55,9.10,0.45,9.366353213,652,,,,,
21:46,9.55,9.10,0.45,9.429077704,653,,,,,
21:48,9.55,9.11,0.45,9.072340426,654,,,,,
21:50,9.56,9.12,0.44,9.201069975,655,,,,,
21:52,9.56,9.12,0.44,8.857509628,656,,,,,
21:54,9.57,9.13,0.43,9.598111244,657,,,,,
21:56,9.57,9.14,0.43,9.419420202,658,,,,,
21:58,9.57,9.15,0.43,9.115669353,659,,,,,
22:00,9.58,9.16,0.42,8.532271867,660,,,,,
22:02,9.58,9.17,0.42,10.07763345,661,,,,,
22:04,9.59,9.17,0.41,9.500085182,662,,,,,
22:06,9.59,9.18,0.41,9.025763681,663,,,,,
22:08,9.60,9.19,0.40,9.466594078,664,,,,,
22:10,9.60,9.20,0.40,9.117330134,665,,,,,
22:12,9.61,9.21,0.39,8.859474912,666,,,,,
22:14,9.61,9.22,0.39,9.312367411,667,,,,,
22:16,9.62,9.23,0.38,9.177609898,668,,,,,
22:18,9.62,9.24,0.38,9.662791852,669,,,,,
22:20,9.63,9.25,0.37,8.593208831,670,,,,,
22:22,9.63,9.26,0.37,9.794325542,671,,,,,
22:24,9.64,9.28,0.36,9.232421375,672,,,,,
22:26,9.64,9.29,0.36,9.330633629,673,,,,,
22:28,9.65,9.30,0.35,9.344577259,674,,,,,
22:30,9.66,9.31,0.34,9.108326667,675,,,,,
22:32,9.66,9.32,0.34,9.213302462,676,,,,,
22:34,9.67,9.33,0.33,9.1098766,677,,,,,
22:36,9.67,9.35,0.33,9.662447898,678,,,,,
22:38,9.68,9.36,0.32,9.053205125,679,,,,,
22:40,9.69,9.37,0.31,9.353451951,680,,,,,
22:42,9.69,9.39,0.31,9.183601068,681,,,,,
22:44,9.70,9.40,0.30,9.11120681,682,,,,,
22:46,9.71,9.41,0.29,9.199897493,683,,,,,
22:48,9.71,9.42,0.29,9.181851235,684,,,,,
22:50,9.72,9.44,0.28,9.281818404,685,,,,,
22:52,9.73,9.45,0.27,9.16258453,686,,,,,
22:54,9.73,9.47,0.27,9.684941635,687,,,,,
22:56,9.74,9.48,0.26,9.692583555,688,,,,,
22:58,9.75,9.49,0.25,9.062157302,689,,,,,
23:00,9.75,9.51,0.25,9.318384915,690,,,,,
23:02,9.76,9.52,0.24,9.394882033,691,,,,,
23:04,9.77,9.54,0.23,8.887774094,692,,,,,
23:06,9.78,9.55,0.22,8.866064494,693,,,,,
23:08,9.78,9.57,0.22,9.322673762,694,,,,,
23:10,9.79,9.58,0.21,8.89258721,695,,,,,
23:12,9.80,9.60,0.20,8.916707196,696,,,,,
23:14,9.81,9.62,0.19,9.178711244,697,,,,,
23:16,9.82,9.63,0.18,9.125851866,698,,,,,
23:18,9.82,9.65,0.18,9.075016299,699,,,,,
23:20,9.83,9.66,0.17,8.704703263,700,,,,,
23:22,9.84,9.68,0.16,8.799567805,701,,,,,
23:24,9.85,9.69,0.15,9.28572316,702,,,,,
23:26,9.86,9.71,0.14,8.952421585,703,,,,,
23:28,9.86,9.73,0.14,9.157404777,704,,,,,
23:30,9.87,9.74,0.13,9.532196361,705,,,,,
23:32,9.88,9.76,0.12,8.969372313,706,,,,,
23:34,9.89,9.78,0.11,9.019543236,707,,,,,
23:36,9.90,9.79,0.10,9.425935225,708,,,,,
23:38,9.91,9.81,0.09,9.058716249,709,,,,,
23:40,9.91,9.83,0.09,8.681928407,710,,,,,
23:42,9.92,9.84,0.08,9.051681271,711,,,,,
23:44,9.93,9.86,0.07,8.818060015,712,,,,,
23:46,9.94,9.88,0.06,9.300586627,713,,,,,
23:48,9.95,9.90,0.05,9.11743271,714,,,,,
23:50,9.96,9.91,0.04,9.069857198,715,,,,,
23:52,9.97,9.93,0.03,9.028046957,716,,,,,
23:54,9.97,9.95,0.03,9.019729968,717,,,,,
23:56,9.98,9.97,0.02,9.018028517,718,,,,,
23:58,9.99,9.98,0.01,7.4915,719,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
